Index; Text; Cause; Effect; Offset_Sentence2; Offset_Sentence3; Cause_Start; Cause_End; Effect_Start; Effect_End; Sentence
0225.00006; While Finance Minister Mathias Cormann said the $4.6 billion underspend on the scheme was because of a slower-than-expected take up, Labor's disability spokesman Bill Shorten said the demand was there.; a slower-than-expected take up, Labor's disability spokesman Bill Shorten said the demand was there.; While Finance Minister Mathias Cormann said the $4.6 billion underspend on the scheme; ; ;101.0;201.0;0.0;85.0; <e2>While Finance Minister Mathias Cormann said the $4.6 billion underspend on the scheme</e2> was because of <e1>a slower-than-expected take up, Labor's disability spokesman Bill Shorten said the demand was there.</e1>
0082.00007;Murphy Middleton Hinkle & Parker Inc. grew its position in Schwab US Dividend Equity ETF by 1.9% during the 2nd quarter. Murphy Middleton Hinkle & Parker Inc. now owns 13,255 shares of the company's stock valued at $703,000 after purchasing an additional 246 shares during the last quarter.;Murphy Middleton Hinkle & Parker Inc. grew its position in Schwab US Dividend Equity ETF by 1.9% during the 2nd quarter.;Murphy Middleton Hinkle & Parker Inc. now owns 13,255 shares of the company's stock valued at $703,000 after purchasing an additional 246 shares during the last quarter.;120.0;;0.0;120.0;121.0;290.0;<e1>Murphy Middleton Hinkle & Parker Inc. grew its position in Schwab US Dividend Equity ETF by 1.9% during the 2nd quarter.</e1> <e2>Murphy Middleton Hinkle & Parker Inc. now owns 13,255 shares of the company's stock valued at $703,000 after purchasing an additional 246 shares during the last quarter.</e2>
0119.00011;Thomas Cook was fighting for survival after its lenders  -  including Royal Bank of Scotland and Lloyds  -  made a shock demand for more cash to keep it going during the quiet winter period. The firm had previously agreed a £900million rescue deal with creditors and shareholders, but the banks said an extra £200million was needed on top of this or they would pull support  -  potentially forcing bosses to call in administrators.;Thomas Cook was fighting for survival after its lenders  -  including Royal Bank of Scotland and Lloyds  -  made a shock demand for more cash to keep it going during the quiet winter period.;The firm had previously agreed a £900million rescue deal with creditors and shareholders, but the banks said an extra £200million was needed on top of this or they would pull support  -  potentially forcing bosses to call in administrators.;190.0;;0.0;190.0;191.0;431.0;<e1>Thomas Cook was fighting for survival after its lenders  -  including Royal Bank of Scotland and Lloyds  -  made a shock demand for more cash to keep it going during the quiet winter period.</e1> <e2>The firm had previously agreed a £900million rescue deal with creditors and shareholders, but the banks said an extra £200million was needed on top of this or they would pull support  -  potentially forcing bosses to call in administrators.</e2>
0237.00025; One investor, Fosun Tourism Group, the owner of Club Med, had committed £450m to Thomas Cook under the plan to save the business.; the plan to save the business.; One investor, Fosun Tourism Group, the owner of Club Med, had committed £450m to Thomas Cook; ; ;99.0;129.0;0.0;92.0; <e2>One investor, Fosun Tourism Group, the owner of Club Med, had committed £450m to Thomas Cook</e2> under <e1>the plan to save the business.</e1>
0029.00004; PNC Financial Services Group Inc. lifted its position in iShares Select Dividend ETF by 1.0% during the first quarter. PNC Financial Services Group Inc. now owns 4,876,149 shares of the company's stock worth $478,741,000 after acquiring an additional 48,080 shares during the last quarter.; PNC Financial Services Group Inc. lifted its position in iShares Select Dividend ETF by 1.0% during the first quarter.; PNC Financial Services Group Inc. now owns 4,876,149 shares of the company's stock worth $478,741,000 after acquiring an additional 48,080 shares during the last quarter.; 118; ;0.0;118.0;119.0;289.0; <e1>PNC Financial Services Group Inc. lifted its position in iShares Select Dividend ETF by 1.0% during the first quarter.</e1> <e2>PNC Financial Services Group Inc. now owns 4,876,149 shares of the company's stock worth $478,741,000 after acquiring an additional 48,080 shares during the last quarter.</e2>
0268.00001.2; Direxion Daily Homebuilders & Supplies Bull 3x Shares Plans  -  Dividend of $0.02 (NYSEARCA:NAIL) Tweet  Direxion Daily Homebuilders & Supplies Bull 3x Shares (NYSEARCA:NAIL) declared a  -  dividend on Tuesday, September 24th, Wall Street Journal reports. Shareholders of record on Wednesday, September 25th will be given a dividend of 0.0197 per share on Tuesday, October 1st. This represents a yield of 0.3%.; Direxion Daily Homebuilders & Supplies Bull 3x Shares Plans  -  Dividend of $0.02 (NYSEARCA:NAIL) Tweet  Direxion Daily Homebuilders & Supplies Bull 3x Shares (NYSEARCA:NAIL) declared a  -  dividend on Tuesday, September 24th, Wall Street Journal reports.; This represents a yield of 0.3%.; 255; 377;0.0;255.0;378.0;410.0; <e1>Direxion Daily Homebuilders & Supplies Bull 3x Shares Plans  -  Dividend of $0.02 (NYSEARCA:NAIL) Tweet  Direxion Daily Homebuilders & Supplies Bull 3x Shares (NYSEARCA:NAIL) declared a  -  dividend on Tuesday, September 24th, Wall Street Journal reports.</e1> Shareholders of record on Wednesday, September 25th will be given a dividend of 0.0197 per share on Tuesday, October 1st. <e2>This represents a yield of 0.3%.</e2>
0157.00005;Analyst Recommendations  This is a summary of current recommendations and price targets for Jerash Holdings (US) and its competitors, as provided by MarketBeat.com.  - - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - Jerash Holdings (US) - 0 - 0 - 3 - 0 - 3.00  - Jerash Holdings (US) Competitors - 247 - 1112 - 1569 - 66 - 2.49  Jerash Holdings (US) presently has a consensus target price of $9.50, indicating a potential upside of 23.38%.;Jerash Holdings (US) presently has a consensus target price of $9.50;a potential upside of 23.38%.;;;364.0;432.0;445.0;474.0;Analyst Recommendations  This is a summary of current recommendations and price targets for Jerash Holdings (US) and its competitors, as provided by MarketBeat.com.  - - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - Jerash Holdings (US) - 0 - 0 - 3 - 0 - 3.00  - Jerash Holdings (US) Competitors - 247 - 1112 - 1569 - 66 - 2.49  <e1>Jerash Holdings (US) presently has a consensus target price of $9.50</e1>, indicating <e2>a potential upside of 23.38%.</e2>
0565.00021.1; The company also recently declared a quarterly dividend, which will be paid on Monday, September 30th. Stockholders of record on Tuesday, September 10th will be given a $0.82 dividend. This represents a $3.28 dividend on an annualized basis and a dividend yield of 2.24%.; The company also recently declared a quarterly dividend, which will be paid on Monday, September 30th.; Stockholders of record on Tuesday, September 10th will be given a $0.82 dividend.; 102; 184;0.0;102.0;103.0;184.0; <e1>The company also recently declared a quarterly dividend, which will be paid on Monday, September 30th.</e1> <e2>Stockholders of record on Tuesday, September 10th will be given a $0.82 dividend.</e2> This represents a $3.28 dividend on an annualized basis and a dividend yield of 2.24%.
0179.00012; Sterling traded at $1.2504, up 0.06% so far on the day, having hit two-month high of $1.2528 as investors reversed their bets against the currency on fear of a no-deal Brexit at the end of next month.; investors reversed their bets against the currency on fear of a no-deal Brexit at the end of next month.; Sterling traded at $1.2504, up 0.06% so far on the day, having hit two-month high of $1.2528; ; ;96.0;200.0;0.0;92.0; <e2>Sterling traded at $1.2504, up 0.06% so far on the day, having hit two-month high of $1.2528</e2> as <e1>investors reversed their bets against the currency on fear of a no-deal Brexit at the end of next month.</e1>
0523.00018; Retailer Target TGT, +0.13% is up on news of a  After a dramatic exit as CEO of Overstock, Patrick Byrne , blaming the Securities and Exchange Commission, or, as he now calls the regulator, the Deep State's pets.; news of a  After a dramatic exit as CEO of Overstock, Patrick Byrne , blaming the Securities and Exchange Commission, or, as he now calls the regulator, the Deep State's pets.; Retailer Target TGT, +0.13% is up; ; ;37.0;212.0;0.0;33.0; <e2>Retailer Target TGT, +0.13% is up</e2> on <e1>news of a  After a dramatic exit as CEO of Overstock, Patrick Byrne , blaming the Securities and Exchange Commission, or, as he now calls the regulator, the Deep State's pets.</e1>
0115.00006; Stockton Council's 'Money Market Funds' 2018/19 BlackRock - £1,070,000  Aberdeen - £3,000,000  Federated - £6,000,000  Legal and General - £1,000,000  Insight - £1,500,000  It also put away £15m in something called the CCLA Property Fund - a pool of money invested by groups of councils to boost their coffers.; boost their coffers.; Stockton Council's 'Money Market Funds' 2018/19 BlackRock - £1,070,000  Aberdeen - £3,000,000  Federated - £6,000,000  Legal and General - £1,000,000  Insight - £1,500,000  It also put away £15m in something called the CCLA Property Fund - a pool of money invested by groups of councils; ; ;290.0;310.0;0.0;286.0; <e2>Stockton Council's 'Money Market Funds' 2018/19 BlackRock - £1,070,000  Aberdeen - £3,000,000  Federated - £6,000,000  Legal and General - £1,000,000  Insight - £1,500,000  It also put away £15m in something called the CCLA Property Fund - a pool of money invested by groups of councils</e2> to <e1>boost their coffers.</e1>
0045.00014; In other news, Director Wesley A. Brown sold 3,320 shares of the company's stock in a transaction dated Friday, June 21st. The shares were sold at an average price of $137.35, for a total transaction of $456,002.00. Following the transaction, the director now owns 90,931 shares in the company, valued at $12,489,372.85.; In other news, Director Wesley A. Brown sold 3,320 shares of the company's stock in a transaction dated Friday, June 21st.; Following the transaction, the director now owns 90,931 shares in the company, valued at $12,489,372.85.; 122; 215;0.0;122.0;216.0;320.0; <e1>In other news, Director Wesley A. Brown sold 3,320 shares of the company's stock in a transaction dated Friday, June 21st.</e1> The shares were sold at an average price of $137.35, for a total transaction of $456,002.00. <e2>Following the transaction, the director now owns 90,931 shares in the company, valued at $12,489,372.85.</e2>
0138.00027; Shares in IOOF closed up 7.93 per cent on Friday at $5.99 following the court's decision.; the court's decision.; Shares in IOOF closed up 7.93 per cent on Friday at $5.99; ; ;68.0;89.0;0.0;57.0; <e2>Shares in IOOF closed up 7.93 per cent on Friday at $5.99</e2> following <e1>the court's decision.</e1>
0164.00001.1;iShares Core S&P Mid-Cap ETF (NYSEARCA:IJH) to Issue $0.86  -  Dividend . Investors of record on Wednesday, September 25th will be paid a dividend of 0.8583 per share on Monday, September 30th. This represents a yield of 1.5%.;iShares Core S&P Mid-Cap ETF (NYSEARCA:IJH) to Issue $0.86  -  Dividend .;Investors of record on Wednesday, September 25th will be paid a dividend of 0.8583 per share on Monday, September 30th.;73.0;193.0;0.0;73.0;74.0;193.0;<e1>iShares Core S&P Mid-Cap ETF (NYSEARCA:IJH) to Issue $0.86  -  Dividend .</e1> <e2>Investors of record on Wednesday, September 25th will be paid a dividend of 0.8583 per share on Monday, September 30th.</e2> This represents a yield of 1.5%.
0438.00006; Richard Moriarty, chief executive of the UK Civil Aviation Authority, said: News of Thomas Cook's collapse is deeply saddening for the company's employees and customers, and we appreciate that more than 150,000 people currently abroad will be anxious about how they will now return to the UK.; Richard Moriarty, chief executive of the UK Civil Aviation Authority, said: News of Thomas Cook's collapse is deeply saddening for the company's employees and customers; more than 150,000 people currently abroad will be anxious about how they will now return to the UK.; ; ;0.0;168.0;193.0;292.0; <e1>Richard Moriarty, chief executive of the UK Civil Aviation Authority, said: News of Thomas Cook's collapse is deeply saddening for the company's employees and customers</e1>, and we appreciate that <e2>more than 150,000 people currently abroad will be anxious about how they will now return to the UK.</e2>
0043.00004;- - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - DHI Group - 0 - 0 - 1 - 0 - 3.00  - SilverSun Technologies - 0 - 0 - 1 - 0 - 3.00  DHI Group currently has a consensus target price of $3.50, suggesting a potential downside of 14.22%.;DHI Group currently has a consensus target price of $3.50;a potential downside of 14.22%.;;;168.0;225.0;238.0;269.0;- - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - DHI Group - 0 - 0 - 1 - 0 - 3.00  - SilverSun Technologies - 0 - 0 - 1 - 0 - 3.00  <e1>DHI Group currently has a consensus target price of $3.50</e1>, suggesting <e2>a potential downside of 14.22%.</e2>
0100.00018; Mr. Thummel projected that oil prices in the United States will settle at between $60 and $70 a barrel, which would lead to a roughly 25 cent increase in the retail price of gasoline.; Mr. Thummel projected that oil prices in the United States will settle at between $60 and $70 a barrel; a roughly 25 cent increase in the retail price of gasoline.; ; ;0.0;102.0;124.0;183.0; <e1>Mr. Thummel projected that oil prices in the United States will settle at between $60 and $70 a barrel</e1>, which would lead to <e2>a roughly 25 cent increase in the retail price of gasoline.</e2>
0022.00014; What's more, its revenues are still rising, and earnings results (based on FFO) have beaten expectations in 11 out of the last 12 quarters (and met expectations in that 12th quarter). The REIT's dividend now yields 9.4% and is still growing, with the latest hike just this past April.; What's more, its revenues are still rising, and earnings results (based on FFO) have beaten expectations in 11 out of the last 12 quarters (and met expectations in that 12th quarter).; The REIT's dividend now yields 9.4% and is still growing, with the latest hike just this past April.; 183; ;0.0;183.0;184.0;284.0; <e1>What's more, its revenues are still rising, and earnings results (based on FFO) have beaten expectations in 11 out of the last 12 quarters (and met expectations in that 12th quarter).</e1> <e2>The REIT's dividend now yields 9.4% and is still growing, with the latest hike just this past April.</e2>
0475.00017; 3. HIGHER EDUCATION, RESEARCH, SCIENCE AND TECHNOLOGY Madam Speaker, Honourable Members, The Higher Education sector continues to implement various programmes with the primary goal of building the human capital stock of The Gambia. Guided by the 65% Science and Technology turnaround policy, the award of scholarships has been increased for students reading the Sciences, including Medicine.; 3. HIGHER EDUCATION, RESEARCH, SCIENCE AND TECHNOLOGY Madam Speaker, Honourable Members, The Higher Education sector continues to implement various programmes with the primary goal of building the human capital stock of The Gambia.; Guided by the 65% Science and Technology turnaround policy, the award of scholarships has been increased for students reading the Sciences, including Medicine.; 231; ;0.0;231.0;232.0;391.0; <e1>3. HIGHER EDUCATION, RESEARCH, SCIENCE AND TECHNOLOGY Madam Speaker, Honourable Members, The Higher Education sector continues to implement various programmes with the primary goal of building the human capital stock of The Gambia.</e1> <e2>Guided by the 65% Science and Technology turnaround policy, the award of scholarships has been increased for students reading the Sciences, including Medicine.</e2>
0063.00007.2; Last year already contributed some momentum. Overall revenue grew by 10% to $1.4 billion. Net income increased 55% to $410 million and earnings per share rose 60% to $3.47.; Last year already contributed some momentum.; Net income increased 55% to $410 million and earnings per share rose 60% to $3.47.; 44; 89;0.0;44.0;90.0;172.0; <e1>Last year already contributed some momentum.</e1> Overall revenue grew by 10% to $1.4 billion. <e2>Net income increased 55% to $410 million and earnings per share rose 60% to $3.47.</e2>
0175.00014;The government of India is planning to consider 100 percent FDI in Insurance intermediaries in India to give a boost to the sector and attracting more funds.;give a boost to the sector and attracting more funds.;The government of India is planning to consider 100 percent FDI in Insurance intermediaries in India;;;104.0;157.0;0.0;100.0;<e2>The government of India is planning to consider 100 percent FDI in Insurance intermediaries in India</e2> to <e1>give a boost to the sector and attracting more funds.</e1>
0585.00009; The service station chain operator sank as much as 19 percent during the course of a week after it issued a profit warning on unprecedented discounting by its rivals and as investors weighed up the impact of the attacks on Saudi Arabian processing facilities.; it issued a profit warning on unprecedented discounting by its rivals and as investors weighed up the impact of the attacks on Saudi Arabian processing facilities.; The service station chain operator sank as much as 19 percent during the course of a week; ; ;96.0;259.0;0.0;89.0; <e2>The service station chain operator sank as much as 19 percent during the course of a week</e2> after <e1>it issued a profit warning on unprecedented discounting by its rivals and as investors weighed up the impact of the attacks on Saudi Arabian processing facilities.</e1>
0278.00005; Thomas Cook was struggling with debts approaching £2 billion, forcing it to enter negotiations with shareholders and creditors that came at least £200 million short of what was needed to keep the company running.; Thomas Cook was struggling with debts approaching £2 billion; forcing it to enter negotiations with shareholders and creditors that came at least £200 million short of what was needed to keep the company running.; ; ;0.0;60.0;62.0;212.0; <e1>Thomas Cook was struggling with debts approaching £2 billion</e1>, <e2>forcing it to enter negotiations with shareholders and creditors that came at least £200 million short of what was needed to keep the company running.</e2>
0044.00003.1; The index showed that Singaporeans earning minimum wage need to work 8.4 days in order to afford the iPhone 11 Pro, Apple's newest top of the line device. The iPhone 11 Pro (64 GB) is priced at S$1,649 upon release. -  Advertisement  -   According to the Ministry of Manpower, the average monthly earning in Singapore is S$5,410 before deducting Central Provident Fund (CPF) contributions and personal income tax.; -  Advertisement  -   According to the Ministry of Manpower, the average monthly earning in Singapore is S$5,410 before deducting Central Provident Fund (CPF) contributions and personal income tax.; The index showed that Singaporeans earning minimum wage need to work 8.4 days in order to afford the iPhone 11 Pro, Apple's newest top of the line device.; 154; 215;216.0;413.0;0.0;154.0; <e2>The index showed that Singaporeans earning minimum wage need to work 8.4 days in order to afford the iPhone 11 Pro, Apple's newest top of the line device.</e2> The iPhone 11 Pro (64 GB) is priced at S$1,649 upon release. <e1>-  Advertisement  -   According to the Ministry of Manpower, the average monthly earning in Singapore is S$5,410 before deducting Central Provident Fund (CPF) contributions and personal income tax.</e1>
0529.00005; The company expects to generate approximately 8 billion dollars of free cash flow on a cumulative basis between fiscal 2020 and fiscal 2024 and intends to return 10 billion dollars to shareholders through dividends and share repurchases.; The company expects to generate approximately 8 billion dollars of free cash flow on a cumulative basis between fiscal 2020 and fiscal 2024; intends to return 10 billion dollars to shareholders through dividends and share repurchases.; ; ;0.0;139.0;144.0;237.0; <e1>The company expects to generate approximately 8 billion dollars of free cash flow on a cumulative basis between fiscal 2020 and fiscal 2024</e1> and <e2>intends to return 10 billion dollars to shareholders through dividends and share repurchases.</e2>
0116.00016; To qualify for the 10% CGT rate under 'investors' relief' the following conditions need to be met: shares must be newly issued and subscribed for by the individual for new consideration be in an unlisted trading company, or an unlisted holding company of a trading group have been issued by the company on or after 17 March 2016 and have been held for a period of three years from 6 April 2016 have been held continuously for a period of three years before disposal.; shares must be newly issued and subscribed for by the individual for new consideration be in an unlisted trading company, or an unlisted holding company of a trading group have been issued by the company on or after 17 March 2016 and have been held for a period of three years from 6 April 2016 have been held continuously for a period of three years before disposal.; To qualify for the 10% CGT rate under 'investors' relief'; ; ;99.0;466.0;0.0;57.0; <e2>To qualify for the 10% CGT rate under 'investors' relief'</e2> the following conditions need to be met: <e1>shares must be newly issued and subscribed for by the individual for new consideration be in an unlisted trading company, or an unlisted holding company of a trading group have been issued by the company on or after 17 March 2016 and have been held for a period of three years from 6 April 2016 have been held continuously for a period of three years before disposal.</e1>
0475.00064; In its quest to spur industrialisation, GIEPA has entered into a Joint Venture Agreement with TAF Africa Global for the development and management of an Industrial Park at the Banjul International Airport. This Joint Venture is an investment in excess of Three hundred Million US Dollars (US$3,000,000), with the potential to spur more economic activity.; In its quest to spur industrialisation, GIEPA has entered into a Joint Venture Agreement with TAF Africa Global for the development and management of an Industrial Park at the Banjul International Airport.; This Joint Venture is an investment in excess of Three hundred Million US Dollars (US$3,000,000), with the potential to spur more economic activity.; 205; ;0.0;205.0;206.0;354.0; <e1>In its quest to spur industrialisation, GIEPA has entered into a Joint Venture Agreement with TAF Africa Global for the development and management of an Industrial Park at the Banjul International Airport.</e1> <e2>This Joint Venture is an investment in excess of Three hundred Million US Dollars (US$3,000,000), with the potential to spur more economic activity.</e2>
0151.00022;In Delray Beach, Florida, Janet Putrah participated in a cheek swabbing event hosted by her condo building's social committee in February 2018. She said none of the tests, which were sent to a lab called Clio Laboratories, made any sense to her. She was stunned to learn the lab billed her Medicare Part B insurance plan more than $30,000 and was paid more than $12,000.;In Delray Beach, Florida, Janet Putrah participated in a cheek swabbing event hosted by her condo building's social committee in February 2018.;She was stunned to learn the lab billed her Medicare Part B insurance plan more than $30,000 and was paid more than $12,000.;143.0;245.0;0.0;143.0;246.0;370.0;<e1>In Delray Beach, Florida, Janet Putrah participated in a cheek swabbing event hosted by her condo building's social committee in February 2018.</e1> She said none of the tests, which were sent to a lab called Clio Laboratories, made any sense to her. <e2>She was stunned to learn the lab billed her Medicare Part B insurance plan more than $30,000 and was paid more than $12,000.</e2>
0565.00007; The insurance provider reported $2.02 earnings per share for the quarter, missing the consensus estimate of $2.32 by ($0.30).; The insurance provider reported $2.02 earnings per share for the quarter; missing the consensus estimate of $2.32 by ($0.30).; ; ;0.0;72.0;74.0;125.0; <e1>The insurance provider reported $2.02 earnings per share for the quarter</e1>, <e2>missing the consensus estimate of $2.32 by ($0.30).</e2>
0164.00003;IJH traded down $2.93 on Tuesday, reaching $192.12.;IJH traded down $2.93 on Tuesday;reaching $192.12.;;;0.0;32.0;34.0;51.0;<e1>IJH traded down $2.93 on Tuesday</e1>, <e2>reaching $192.12.</e2>
0194.00006; Choice Hotels International has a consensus target price of $85.12, suggesting a potential downside of 8.49%.; Choice Hotels International has a consensus target price of $85.12; a potential downside of 8.49%.; ; ;0.0;66.0;79.0;109.0; <e1>Choice Hotels International has a consensus target price of $85.12</e1>, suggesting <e2>a potential downside of 8.49%.</e2>
0167.00010; In other words, at least $9 billion in funding will or won't materialize if an IPO happens.; an IPO happens.; In other words, at least $9 billion in funding will or won't materialize; ; ;76.0;91.0;0.0;72.0; <e2>In other words, at least $9 billion in funding will or won't materialize</e2> if <e1>an IPO happens.</e1>
0026.00026; So far In 2019 EVERY single month the company has continued to post NEW RECORD REVENUES  On June 1st 2019 the company doubled its NET revenues to over $40 million with TWO more successful acquisitions in Florida.; TWO more successful acquisitions in Florida.; So far In 2019 EVERY single month the company has continued to post NEW RECORD REVENUES  On June 1st 2019 the company doubled its NET revenues to over $40 million; ; ;168.0;212.0;0.0;162.0; <e2>So far In 2019 EVERY single month the company has continued to post NEW RECORD REVENUES  On June 1st 2019 the company doubled its NET revenues to over $40 million</e2> with <e1>TWO more successful acquisitions in Florida.</e1>
0279.00003;Through his Udenna group he has, in just a few years, bought stakes in more than 50 companies. Only 46, he now joins the ranks of the country's 50 richest, with an estimated net worth of $660 million.;Through his Udenna group he has, in just a few years, bought stakes in more than 50 companies.;Only 46, he now joins the ranks of the country's 50 richest, with an estimated net worth of $660 million.;94.0;;0.0;94.0;95.0;200.0;<e1>Through his Udenna group he has, in just a few years, bought stakes in more than 50 companies.</e1> <e2>Only 46, he now joins the ranks of the country's 50 richest, with an estimated net worth of $660 million.</e2>
0248.00028.2; However, it emerged fourth as regards total assets base with N5.10trillion while First Bank recorded N5.57trillion total assets to take the third position.; First Bank recorded N5.57trillion total assets; take the third position.; ; ;81.0;127.0;131.0;155.0; However, it emerged fourth as regards total assets base with N5.10trillion while <e1>First Bank recorded N5.57trillion total assets</e1> to <e2>take the third position.</e2>
0147.00007; He lived in it for a year on his own, then to help pay the bills he let out 40% as residential accommodation.; He lived in it for a year on his own, then to help pay the bills; he let out 40% as residential accommodation.; ; ;0.0;64.0;65.0;109.0; <e1>He lived in it for a year on his own, then to help pay the bills</e1> <e2>he let out 40% as residential accommodation.</e2>
0402.00017; The information services provider reported $0.11 earnings per share (EPS) for the quarter, topping the Zacks' consensus estimate of $0.06 by $0.05.; The information services provider reported $0.11 earnings per share (EPS) for the quarter; topping the Zacks' consensus estimate of $0.06 by $0.05.; ; ;0.0;89.0;91.0;147.0; <e1>The information services provider reported $0.11 earnings per share (EPS) for the quarter</e1>, <e2>topping the Zacks' consensus estimate of $0.06 by $0.05.</e2>
0218.00005; Herman Miller Inc., up 64 cents to $45.11  The furniture maker's fiscal first quarter profit and revenue beat Wall Street forecasts.; The furniture maker's fiscal first quarter profit and revenue beat Wall Street forecasts.; Herman Miller Inc., up 64 cents to $45.11; ; ;43.0;132.0;0.0;41.0; <e2>Herman Miller Inc., up 64 cents to $45.11</e2>  <e1>The furniture maker's fiscal first quarter profit and revenue beat Wall Street forecasts.</e1>
0285.00010;Growing scepticism has been reflected in a 40% share price decline since Kerkhoff became CEO, compounded by two failed restructuring plans under his watch: a spin-off of the capital goods units and a joint venture with Tata Steel.;two failed restructuring plans under his watch: a spin-off of the capital goods units and a joint venture with Tata Steel.;Growing scepticism has been reflected in a 40% share price decline since Kerkhoff became CEO;;;108.0;230.0;0.0;92.0;<e2>Growing scepticism has been reflected in a 40% share price decline since Kerkhoff became CEO</e2>, compounded by <e1>two failed restructuring plans under his watch: a spin-off of the capital goods units and a joint venture with Tata Steel.</e1>
0108.00007;Hurt by high levels of debt, online competition and geopolitical uncertainty, Thomas Cook needs to find another £200 million ($NZ398 million) on top of a £900 million package it had already agreed, to see it through the winter months when it has less cash coming in and needs to pay hotels for summer services.;see it through the winter months when it has less cash coming in and needs to pay hotels for summer services.;Hurt by high levels of debt, online competition and geopolitical uncertainty, Thomas Cook needs to find another £200 million ($NZ398 million) on top of a £900 million package it had already agreed;;;201.0;310.0;0.0;196.0;<e2>Hurt by high levels of debt, online competition and geopolitical uncertainty, Thomas Cook needs to find another £200 million ($NZ398 million) on top of a £900 million package it had already agreed</e2>, to <e1>see it through the winter months when it has less cash coming in and needs to pay hotels for summer services.</e1>
0565.00027; In the last three months, insiders sold 56,566 shares of company stock worth $8,347,056. Insiders own 0.73% of the company's stock.; In the last three months, insiders sold 56,566 shares of company stock worth $8,347,056.; Insiders own 0.73% of the company's stock.; 88; ;0.0;88.0;89.0;131.0; <e1>In the last three months, insiders sold 56,566 shares of company stock worth $8,347,056.</e1> <e2>Insiders own 0.73% of the company's stock.</e2>
0201.00003.1;In a bid to spur its festive sales, e-tailer Snapdeal has partnered with RuPay to offer discounts to credit and debit card users of NPCI's payment system. Snapdeal has extended the 20% discount scheme to about 60 crore RuPay users who can avail the offer by using their RuPay card while making payments on the online platform. Valid on payments of any amount, Snapdeal is giving a maximum discount of Rs 150 per transaction.;In a bid to spur its festive sales, e-tailer Snapdeal has partnered with RuPay to offer discounts to credit and debit card users of NPCI's payment system.;Snapdeal has extended the 20% discount scheme to about 60 crore RuPay users who can avail the offer by using their RuPay card while making payments on the online platform.;154.0;326.0;0.0;154.0;155.0;326.0;<e1>In a bid to spur its festive sales, e-tailer Snapdeal has partnered with RuPay to offer discounts to credit and debit card users of NPCI's payment system.</e1> <e2>Snapdeal has extended the 20% discount scheme to about 60 crore RuPay users who can avail the offer by using their RuPay card while making payments on the online platform.</e2> Valid on payments of any amount, Snapdeal is giving a maximum discount of Rs 150 per transaction.
0108.00014;The government and the aviation regulator have drawn up a plan to step in and use other airlines to bring Britons home if needed. The person familiar with the situation put the cost of that move at about £600 million.;The government and the aviation regulator have drawn up a plan to step in and use other airlines to bring Britons home if needed.;The person familiar with the situation put the cost of that move at about £600 million.;129.0;;0.0;129.0;130.0;217.0;<e1>The government and the aviation regulator have drawn up a plan to step in and use other airlines to bring Britons home if needed.</e1> <e2>The person familiar with the situation put the cost of that move at about £600 million.</e2>
0462.00016; Penalty on filing: Late filing of MRI returns attracts a penalty of:  2,000 or 5% of the tax due whichever is higher for individuals 20,000 or 5% of the tax due whichever is higher for corporates  Penalty on paying: 5% of the tax due and a late payment interest of 1% per month on the unpaid tax until the tax is paid in full.; Penalty on filing: Late filing of MRI returns; 2,000 or 5% of the tax due whichever is higher for individuals 20,000 or 5% of the tax due whichever is higher for corporates  Penalty on paying: 5% of the tax due and a late payment interest of 1% per month on the unpaid tax until the tax is paid in full.; ; ;0.0;45.0;70.0;326.0; <e1>Penalty on filing: Late filing of MRI returns</e1> attracts a penalty of:  <e2>2,000 or 5% of the tax due whichever is higher for individuals 20,000 or 5% of the tax due whichever is higher for corporates  Penalty on paying: 5% of the tax due and a late payment interest of 1% per month on the unpaid tax until the tax is paid in full.</e2>
0080.00028;The energy company reported ($0.01) earnings per share for the quarter, missing the consensus estimate of $0.17 by ($0.18).;The energy company reported ($0.01) earnings per share for the quarter;missing the consensus estimate of $0.17 by ($0.18).;;;0.0;70.0;72.0;123.0;<e1>The energy company reported ($0.01) earnings per share for the quarter</e1>, <e2>missing the consensus estimate of $0.17 by ($0.18).</e2>
0435.00022; BlackRock Inc. lifted its position in shares of Chart Industries by 12.6% in the 2nd quarter. BlackRock Inc. now owns 5,106,373 shares of the industrial products company's stock worth $392,575,000 after purchasing an additional 569,836 shares during the period.; BlackRock Inc. lifted its position in shares of Chart Industries by 12.6% in the 2nd quarter.; BlackRock Inc. now owns 5,106,373 shares of the industrial products company's stock worth $392,575,000 after purchasing an additional 569,836 shares during the period.; 93; ;0.0;93.0;94.0;261.0; <e1>BlackRock Inc. lifted its position in shares of Chart Industries by 12.6% in the 2nd quarter.</e1> <e2>BlackRock Inc. now owns 5,106,373 shares of the industrial products company's stock worth $392,575,000 after purchasing an additional 569,836 shares during the period.</e2>
